unit,pop_a,pop_b,pop_c,pop_total
1,1.29336034760574,1.9327510780046726,-0.08686237934807692,1.0910952842632593
2,0.5217694890134122,0.5364807902014384,-0.7622301103121157,0.18985060624627784
3,2.143649005635821,1.4654801224996654,-0.6160605506705488,1.146677881979078
4,1.1347788058213637,0.6726898445286558,-0.24204670893516905,0.5749865577687056
5,1.0436950762376334,1.3006142314265636,1.1775767454333808,1.117109783709408
6,1.7982784724646108,0.14018459258074556,2.046818265737965,1.331737197145369
7,0.1857864485927215,1.3010271531294237,-0.7090814770282442,0.4764585926261592
8,-0.9533795816873512,0.5204665179115175,-2.4425852056800736,-0.7670064466560814
9,0.7003879743608568,1.6630456216389593,-1.0942291116618306,0.7487502494066987
10,0.04162445922562355,0.4841022716660175,-0.1799083146379715,0.17735334967604463
11,-0.14683856622158115,0.5045147949155597,-0.8910472253885157,-0.16703896376603974
12,0.9483167751308534,2.144671846424971,-0.5835017847887618,0.7060205616826124
13,0.450932744908295,0.6065815824614973,0.9577747503439088,0.6243985178231108
14,0.7803314423206191,1.2804001078270806,-1.1595706000711303,0.43906471825158155
15,1.0871984338582543,0.7193369459233087,0.24208940354132427,0.6729497888891998
16,1.2677619453825788,1.1593523646992123,-1.0633364073462137,0.13427199691173503
17,1.4014023664108224,1.7794155746759732,-0.14082339159093582,1.2582766847459455
18,0.3971614615196899,0.9293930147241066,-0.6920518327372167,0.45172243735368184
19,1.8976549736176773,2.934991912734443,1.490213346429847,2.140754277504318
20,2.642010639141404,-0.5615308500432836,-0.029738012331853303,0.27526008337200975
21,1.2084956791795427,-0.9654436501333823,0.27162295574644,0.3205673926487178
22,-1.096689484215318,1.4609272009752037,-0.9099658696910513,0.06027406813691349
23,2.698240601999323,0.11265409904200141,-1.0310833760317692,0.5575403838774883
24,-0.8044300319877249,-0.7485605653358598,1.1879947253732357,0.11590245708466088
25,-0.44967657947073675,-0.37658560714337797,0.6470336336789129,-0.05221501736569811
26,1.308626762026034,0.7453809904099755,0.13820260291390962,0.7075605489058259
27,-0.1295656222288058,1.155444099408788,1.432844241166093,0.646091142901085
28,-1.013721664948663,0.7982772960420313,0.21774118289792763,-0.07131885930936008
29,0.6263279572511546,-0.4185265832595775,-1.3697360814986377,-0.33404543557009575
30,1.7620563925001447,1.6654735611097178,-2.3411204719775305,0.6648692817172829
31,0.779206450206863,-0.3742450124929131,1.9761759097441751,0.8439998585008022
32,-1.5825681791227872,1.4243838491572007,-0.5957220945728343,-0.45215970276214845
33,-0.3650956631495445,-1.124087941524595,0.7063202690622405,-0.10619253487016407
34,-9.280929476520872e-4,1.9339853314859488,0.41647873310011063,1.0136415965905559
35,0.5412008657624109,-0.2738563874805573,0.25548910794217483,0.1489416792204707
36,-2.658909956426428,0.3245114984889872,0.6101240294000957,-0.122875693212496
37,-0.6736688585916113,2.522015356556504,-2.637353460973277,0.4603003858327956
38,0.3354933023653779,1.0555002287824955,-1.5754263146501393,-0.04601037986832363
39,-1.0778298627143241,-0.14799958210324293,-0.5891578967008099,-0.4118612703793791
40,0.6825468632822171,1.254050849263756,2.314440272017305,1.3744829717991363
41,2.0209073575843406,0.3577869066302215,0.23459407717794548,0.8596727473076077
42,0.23112465099393742,0.7131471394455251,-1.1476509584890469,-0.23655137036740143
43,0.5393654041250646,1.7965196599267403,-1.3144548010740043,0.5553602100920594
44,1.4368121144137476,0.42168278144585825,1.4932316035904118,1.226114071726406
45,-0.30230176747002896,1.0041675984269505,1.7496735841840696,0.7518978331415662
46,0.324426752087267,-0.28223189888394584,-0.5719449826436501,-0.1688426239787042
47,-1.0807547322647395,0.6037673339726619,0.056226464548666866,-0.25616595071702813
48,0.08356468303149492,1.9197144054999482,-0.2380381296477701,0.8094485565351567
49,1.9245185076552178,1.4831753835187833,0.8313848389206762,1.4090165671969492
50,0.05328441290600447,0.9951752590156504,0.1728706252237782,0.4333838524289902
51,-0.8156977771150455,0.9621036476172535,-0.6547496847618128,-0.2300414992416405
52,-0.2722759420291386,1.1626536825464082,0.486026649975418,0.6800038821437151
53,1.2573535952172572,0.8218064760055332,0.7321208810110501,0.9991422402364799
54,0.5394132474211802,0.9020138108085554,-0.2696151963829708,0.26729090750624757
55,0.613581307770364,0.7917684463811782,0.6401238682884324,0.7107673439326352
56,2.033006867952636,1.7471637729378735,-1.5751231966006591,0.5814042773687844
57,0.15580731287585264,1.6704996309500038,-0.4176093456673876,0.6204465353499546
58,-0.5272761950165303,1.2475956133396733,-0.1516701744035271,0.04989893399683
59,1.848400687854959,2.1302978673284434,-0.053419228773028786,1.0494299618451293
60,-1.5308838608545465,3.1953159412974643,-0.2902867965280008,1.0139267904983729
61,-1.3442292819091306,2.7624339232368498,-0.5962211809612942,0.5920180860070756
62,0.2776391814589646,0.9128667641623129,0.19369503375719135,0.42006163505334954
63,-0.4744108853678674,0.4656016543370768,0.006171065504663842,0.07135799661359894
64,0.512679791807884,1.2950742311856114,-1.2468717809692897,-0.05819231047375541
65,0.4257567469038279,1.6602955997787745,-0.582905411630218,0.5220593142839554
66,-1.6001475735168693,-0.2296020725488277,-0.6811641672732881,-0.667342739132627
67,0.6587414832862002,2.431321023234101,-0.1917430501272822,0.8061509569271408
68,2.825686927240207,0.8257035072991228,-0.7830121611734858,1.1460954820936118
